hardware_keywords,software_keywords,urgency_score,log_lines_attached,reporter_seniority,hour_of_day,category
7,1,4.4,52,2,8,Firmware
0,0,1.1,58,2,5,Documentation
8,0,4.1,44,4,3,Hardware
0,7,3.7,127,2,9,Software
3,0,7.5,82,3,17,Performance
0,3,5.3,145,3,18,Performance
2,6,9.4,42,1,4,Security
1,1,1.0,20,1,0,Documentation
4,2,5.8,162,4,14,Performance
2,11,4.3,72,1,21,Software
2,3,3.2,40,1,20,Firmware
3,3,6.3,54,1,15,Performance
0,9,4.7,86,4,6,Software
0,7,4.8,91,5,11,Software
1,2,1.3,0,4,7,Documentation
2,0,9.0,134,3,0,Security
1,3,1.4,21,4,11,Documentation
10,2,4.7,57,5,6,Hardware
0,2,1.4,32,3,7,Documentation
0,3,7.1,63,1,2,Security
0,3,1.0,48,3,12,Documentation
1,11,3.0,91,5,0,Software
8,0,4.1,38,4,21,Hardware
2,3,10.0,205,5,6,Performance
7,0,4.1,48,4,10,Hardware
5,0,2.7,72,5,0,Hardware
3,4,6.9,109,5,2,Performance
8,2,2.7,30,3,22,Hardware
1,3,1.3,9,1,18,Documentation
6,0,4.2,42,4,19,Hardware
5,6,5.1,51,2,22,Firmware
8,0,4.1,60,2,18,Performance
1,9,2.4,104,5,12,Software
1,0,1.0,31,4,14,Documentation
0,7,8.4,86,1,15,Security
0,7,3.6,33,2,16,Software
1,2,1.0,55,2,4,Documentation
0,8,2.1,134,3,10,Software
4,4,5.3,45,2,0,Firmware
2,10,3.5,97,4,9,Software
0,9,3.0,64,4,5,Software
4,0,3.4,20,3,18,Hardware
4,0,2.3,84,2,12,Hardware
7,2,3.0,16,2,5,Hardware
6,7,2.6,12,5,7,Firmware
0,6,3.1,78,1,6,Software
5,0,1.5,25,1,14,Hardware
0,7,3.5,61,4,7,Software
0,9,2.6,81,4,18,Software
5,1,5.6,179,4,18,Performance
3,2,6.6,72,5,22,Security
5,0,3.3,47,2,6,Hardware
2,4,1.0,29,2,11,Documentation
1,2,1.5,0,5,18,Documentation
3,0,5.1,43,1,7,Performance
4,2,7.3,111,3,6,Performance
3,2,3.5,80,3,1,Firmware
1,6,2.9,82,5,2,Software
8,1,5.6,63,2,16,Firmware
3,5,6.3,46,4,22,Performance
4,3,6.8,155,4,15,Performance
1,9,1.0,74,3,0,Software
0,4,2.6,81,1,5,Software
0,1,1.8,41,2,19,Documentation
0,5,6.8,79,3,13,Security
5,0,5.2,147,3,4,Performance
3,5,3.0,54,5,10,Firmware
1,0,2.7,23,3,11,Performance
0,2,1.8,38,3,6,Documentation
0,8,4.2,109,5,8,Software
1,9,3.1,108,3,17,Software
7,8,6.1,141,5,16,Performance
0,1,6.4,183,4,23,Performance
5,3,5.9,69,4,7,Firmware
5,4,3.6,68,2,7,Performance
5,3,7.0,133,4,19,Performance
2,8,2.6,83,2,16,Software
7,0,1.9,41,1,16,Hardware
2,4,9.1,118,2,10,Security
2,7,2.9,76,5,10,Software
2,5,7.6,21,4,17,Security
3,5,5.4,29,1,2,Firmware
6,1,1.7,40,4,3,Hardware
0,8,2.8,88,3,7,Software
8,1,2.4,27,2,14,Hardware
0,8,1.8,56,2,14,Software
1,7,2.0,93,2,10,Software
0,5,6.2,146,3,14,Performance
9,0,3.9,59,1,8,Hardware
7,0,4.3,25,1,16,Hardware
4,0,3.6,45,4,20,Hardware
5,1,3.0,33,5,2,Firmware
5,0,1.0,9,5,21,Hardware
0,12,3.1,49,5,15,Software
1,6,3.6,19,3,19,Software
1,8,3.4,106,3,21,Software
3,0,7.4,71,5,21,Performance
1,3,9.0,67,3,5,Security
0,0,2.9,162,4,6,Performance
0,0,1.1,28,5,15,Documentation
0,9,2.8,140,3,23,Software
6,0,1.8,26,4,9,Hardware
1,11,2.7,60,3,11,Software
7,0,2.5,27,2,22,Hardware
0,4,7.7,68,4,6,Security
7,1,4.5,81,3,2,Firmware
4,5,6.9,78,1,9,Performance
2,0,1.0,32,5,9,Documentation
5,4,2.1,25,4,5,Firmware
8,0,1.6,21,2,7,Hardware
0,2,1.0,25,2,15,Documentation
0,10,4.4,109,3,20,Software
0,1,1.0,21,2,10,Documentation
0,4,3.0,65,5,4,Firmware
1,3,5.6,60,3,23,Performance
0,1,5.4,73,1,22,Performance
0,10,2.0,111,1,3,Software
0,4,8.1,186,2,0,Performance
3,7,8.0,80,1,22,Security
1,5,7.2,42,3,15,Security
5,4,3.5,23,5,3,Firmware
0,10,2.9,70,5,17,Software
0,8,4.1,97,1,23,Software
6,0,2.5,30,1,22,Hardware
9,1,5.4,45,4,4,Hardware
10,1,3.9,58,2,5,Hardware
3,7,4.6,62,1,2,Firmware
0,6,3.8,28,5,20,Software
9,0,3.9,30,2,11,Hardware
0,12,3.6,81,4,8,Software
12,0,3.3,59,5,17,Hardware
0,8,4.5,84,2,15,Software
2,6,6.9,68,3,6,Security
11,0,3.6,47,3,2,Hardware
4,2,5.0,103,3,16,Firmware
2,3,4.3,42,5,18,Firmware
8,0,1.9,33,1,6,Hardware
1,9,3.4,117,5,2,Software
2,8,4.4,60,2,13,Software
0,3,1.1,46,4,0,Documentation
4,5,5.7,36,3,23,Firmware
0,10,1.3,79,4,4,Software
0,10,2.0,66,2,4,Software
10,1,3.3,72,4,10,Hardware
7,0,3.3,15,4,18,Hardware
9,2,1.7,33,5,12,Hardware
4,3,3.6,69,5,10,Firmware
10,2,3.7,74,1,8,Hardware
0,2,3.7,38,4,9,Performance
0,3,1.0,25,1,18,Documentation
7,2,9.6,111,5,15,Performance
7,1,2.3,52,4,11,Hardware
0,8,2.3,127,2,20,Software
2,9,9.5,55,4,9,Security
1,8,3.4,17,4,0,Software
4,5,4.0,73,3,18,Firmware
0,8,1.2,88,1,7,Software
2,2,6.3,76,4,13,Performance
0,7,4.4,50,1,19,Software
6,0,3.5,60,5,16,Hardware
6,1,8.4,142,5,11,Performance
0,7,2.6,84,3,6,Software
3,2,2.4,56,3,6,Firmware
4,4,4.7,92,3,14,Performance
1,8,4.1,71,4,5,Software
5,0,3.0,26,4,19,Hardware
1,1,6.1,81,1,4,Performance
2,7,3.7,82,4,15,Firmware
1,2,1.1,29,5,10,Documentation
1,13,2.3,83,3,12,Software
0,1,6.8,73,3,12,Security
0,10,2.8,51,5,7,Software
1,14,2.1,75,1,0,Software
3,3,6.3,143,2,3,Performance
4,5,7.4,49,5,21,Performance
0,1,1.0,13,2,6,Documentation
3,3,8.2,47,5,15,Firmware
3,4,3.7,72,3,12,Firmware
4,0,2.6,64,3,4,Hardware
2,2,4.6,106,4,0,Performance
1,0,1.0,23,3,16,Documentation
1,2,1.0,35,3,16,Documentation
2,5,7.7,49,3,12,Performance
0,3,5.2,86,5,19,Firmware
6,2,3.6,60,3,17,Hardware
1,2,5.1,159,1,22,Performance
1,2,3.9,69,1,1,Firmware
2,0,5.6,101,3,17,Performance
9,2,2.4,47,2,21,Hardware
8,1,2.7,22,5,11,Hardware
7,0,3.6,28,2,17,Hardware
6,0,1.8,23,3,2,Hardware
0,7,3.3,14,3,12,Software
0,5,6.3,55,2,16,Security
2,6,7.1,68,3,16,Security
0,3,1.0,52,2,21,Documentation
6,0,3.2,0,2,12,Hardware
2,1,4.7,7,3,12,Performance
3,5,6.6,90,3,8,Performance
2,4,9.6,43,4,2,Security
0,11,3.1,113,3,7,Software
4,2,4.1,143,4,14,Performance
0,7,8.6,20,4,17,Security
1,9,4.1,90,5,11,Software
2,4,9.3,37,4,5,Security
0,2,1.0,24,3,22,Documentation
3,4,5.7,55,4,7,Performance
1,1,1.2,44,1,12,Documentation
3,7,3.4,39,2,13,Firmware
3,2,6.9,88,3,1,Performance
2,7,2.6,0,3,3,Firmware
3,2,3.2,62,5,0,Performance
2,7,3.0,93,2,19,Software
7,9,5.0,97,5,7,Firmware
3,4,6.8,118,2,19,Performance
5,5,3.4,28,2,11,Firmware
1,6,3.8,106,5,1,Software
1,4,3.4,83,3,6,Firmware
2,5,9.5,68,3,20,Security
1,6,3.4,93,1,13,Software
2,3,6.3,55,1,11,Performance
3,7,5.8,138,4,8,Performance
3,2,4.9,114,4,3,Firmware
7,1,3.7,24,4,7,Hardware
7,0,2.1,25,5,13,Hardware
3,2,7.9,83,2,20,Performance
0,3,1.7,17,1,9,Documentation
1,0,1.4,26,5,20,Documentation
5,0,3.3,28,2,22,Firmware
2,8,6.1,40,4,14,Firmware
1,4,1.0,24,5,19,Documentation
0,4,4.3,98,1,4,Firmware
1,12,1.6,49,4,14,Software
2,3,7.2,48,4,11,Security
3,6,2.2,8,4,3,Firmware
3,9,9.4,72,5,13,Security
3,0,3.9,86,4,3,Firmware
6,4,4.1,108,3,4,Performance
7,0,2.5,28,2,14,Hardware
0,4,6.8,110,4,0,Performance
1,5,2.0,112,5,7,Software
0,12,2.8,91,5,17,Software
0,3,1.0,0,3,12,Documentation
6,3,5.7,107,4,7,Performance
0,8,6.6,96,3,3,Performance
1,7,2.7,76,1,7,Software
0,6,4.3,113,5,16,Performance
6,4,4.9,63,5,4,Firmware
2,4,8.2,93,5,18,Security
3,1,5.5,32,1,0,Performance
0,8,2.7,102,2,15,Software
0,5,7.1,57,3,7,Security
0,0,1.0,26,2,7,Documentation
0,5,8.1,77,5,9,Security
3,4,5.8,47,2,17,Performance
3,8,5.3,36,3,14,Firmware
8,1,2.6,21,1,6,Hardware
0,5,5.0,99,3,11,Software
7,0,3.2,67,4,1,Hardware
11,0,3.4,44,1,13,Hardware
3,3,9.7,67,2,23,Security
0,10,2.1,114,4,14,Software
4,6,2.1,22,4,20,Firmware
1,1,1.0,8,2,11,Documentation
1,10,2.8,99,5,14,Software
2,4,4.5,157,3,7,Performance
2,5,3.7,82,5,6,Firmware
2,2,5.9,116,4,0,Firmware
3,0,3.8,36,1,13,Firmware
1,12,1.6,81,3,10,Software
9,2,2.0,31,2,10,Hardware
7,0,4.5,6,5,8,Hardware
5,5,4.3,28,5,7,Firmware
1,8,3.3,91,2,23,Software
1,6,9.2,115,3,14,Security
7,0,3.3,38,1,8,Hardware
2,2,6.6,91,4,19,Performance
2,5,8.0,62,3,16,Security
3,1,5.6,160,4,4,Performance
0,0,2.0,37,5,0,Documentation
3,5,5.2,51,2,3,Firmware
4,4,5.2,53,1,6,Firmware
1,6,6.9,37,3,0,Security
6,5,4.1,106,1,2,Firmware
0,0,7.2,113,2,18,Performance
0,11,3.2,65,5,3,Software
7,2,2.9,47,5,0,Hardware
3,7,1.5,22,5,19,Software
0,9,2.4,48,3,7,Software
7,1,2.7,38,3,9,Hardware
9,0,2.1,35,3,10,Hardware
1,7,1.4,37,4,13,Software
0,2,1.2,21,2,9,Documentation
1,3,3.6,51,2,2,Firmware
2,3,3.7,53,3,5,Firmware
2,6,2.7,75,1,17,Software
3,5,2.9,51,5,9,Firmware
10,1,2.9,29,2,20,Hardware
0,0,7.4,94,1,23,Security
5,1,4.3,51,1,18,Hardware
0,14,4.1,70,4,18,Software
7,0,1.9,74,2,2,Hardware
0,12,2.7,88,4,6,Software
2,3,1.6,35,4,15,Documentation
1,4,3.5,45,2,1,Firmware
2,2,6.4,86,3,4,Performance
5,4,3.3,93,1,7,Firmware
3,5,8.1,62,2,22,Security
0,3,5.4,59,1,9,Performance
2,6,10.0,96,2,17,Security
2,13,2.5,71,4,16,Software
5,2,4.9,29,1,19,Hardware
0,6,1.0,37,1,15,Software
7,3,4.1,0,2,6,Firmware
0,3,1.3,0,3,19,Documentation
3,4,5.3,108,2,22,Performance
0,1,1.3,4,4,9,Documentation
6,0,6.7,77,3,15,Performance
2,1,4.2,82,4,23,Firmware
4,0,3.1,67,1,22,Hardware
1,8,3.1,85,3,12,Software
11,1,1.8,67,2,18,Hardware
3,4,5.3,82,4,13,Performance
1,9,3.6,91,2,5,Software
7,0,4.5,57,4,12,Hardware
2,3,2.7,29,3,8,Firmware
2,5,8.3,40,1,19,Security
0,9,3.1,99,1,0,Software
8,1,2.9,27,1,18,Hardware
2,1,5.7,43,3,15,Performance
2,7,3.9,67,5,21,Software
2,4,4.7,133,3,23,Software
3,3,4.6,67,2,16,Performance
2,1,1.0,12,3,19,Documentation
0,3,9.2,68,1,4,Security
9,1,3.4,60,1,0,Hardware
1,1,1.0,60,2,11,Documentation
2,6,4.9,143,4,8,Performance
5,4,4.8,115,1,18,Firmware
1,1,2.9,54,2,12,Firmware
0,5,5.5,84,1,9,Performance
8,0,2.4,21,4,10,Hardware
0,6,2.4,59,5,12,Performance
6,2,4.2,62,5,17,Firmware
8,0,5.4,35,4,21,Hardware
2,1,1.0,34,1,15,Documentation
2,0,1.2,40,1,20,Documentation
2,3,1.8,44,5,17,Documentation
1,10,2.1,35,5,3,Software
3,6,5.2,104,3,16,Performance
3,1,7.9,110,2,22,Performance
6,3,4.9,100,4,13,Performance
0,8,1.7,113,4,1,Software
6,0,3.5,32,2,5,Hardware
1,2,4.0,55,4,12,Firmware
5,4,5.7,58,4,4,Firmware
0,0,4.2,89,4,20,Firmware
0,1,1.8,27,5,11,Documentation
9,0,2.6,23,2,21,Hardware
1,12,2.3,163,4,11,Software
2,4,4.6,43,1,19,Firmware
0,1,1.0,0,3,7,Documentation
2,13,4.4,88,2,19,Software
2,10,1.4,76,2,3,Software
2,2,7.6,0,3,5,Performance
8,0,1.1,56,4,23,Hardware
4,3,7.2,114,3,5,Performance
7,4,6.6,61,2,21,Performance
9,0,3.9,82,3,16,Hardware
1,13,2.6,31,1,10,Software
0,7,4.1,64,4,5,Software
1,9,4.2,50,2,18,Software
0,4,3.9,57,3,16,Firmware
6,0,3.1,29,1,14,Hardware
1,2,3.4,39,2,4,Firmware
1,2,2.3,33,5,9,Documentation
11,0,4.0,24,3,3,Hardware
5,0,3.3,79,4,20,Firmware
0,3,6.8,63,2,20,Performance
9,0,3.4,43,2,21,Hardware
9,0,4.3,94,4,13,Hardware
2,5,7.3,76,3,21,Security
1,10,4.1,77,4,10,Software
0,2,2.5,81,4,23,Firmware
7,1,1.9,59,1,20,Hardware
0,9,5.2,88,2,18,Software
7,0,5.0,52,3,0,Hardware
5,4,5.3,98,4,4,Performance
0,7,2.3,69,1,5,Software
1,4,2.9,65,4,2,Performance
6,0,4.9,61,1,8,Hardware
0,8,2.8,86,3,18,Software
1,2,1.4,39,4,16,Documentation
3,0,1.9,34,4,18,Hardware
9,0,2.2,39,4,8,Hardware
0,10,3.8,104,3,11,Software
0,8,3.0,99,4,1,Software
8,2,2.1,39,5,5,Hardware
5,3,2.8,73,1,14,Firmware
0,3,1.0,0,5,13,Documentation
1,2,1.0,28,4,16,Documentation
4,5,6.3,3,1,19,Performance
0,3,4.9,78,2,3,Performance
7,2,3.6,56,3,5,Hardware
3,2,6.0,104,2,20,Performance
2,12,2.6,87,2,16,Software
3,0,4.6,111,1,12,Performance
6,1,2.1,34,5,21,Hardware
1,0,9.9,59,2,5,Performance
1,9,3.2,88,5,20,Software
5,0,1.7,17,5,3,Hardware
0,6,3.8,120,4,4,Software
0,7,3.3,100,5,10,Software
5,0,3.4,57,1,3,Hardware
4,5,7.2,36,2,16,Performance
11,1,1.7,93,5,0,Hardware
0,0,2.7,92,4,7,Firmware
1,1,1.8,0,3,22,Documentation
7,1,2.5,52,3,11,Hardware
1,6,7.4,68,5,12,Security
8,2,2.4,46,4,17,Hardware
1,2,3.8,36,4,8,Firmware
1,3,7.4,150,3,12,Performance
8,1,2.7,70,4,23,Hardware
1,1,8.4,147,5,21,Performance
4,3,3.1,41,3,11,Firmware
9,0,1.4,48,1,7,Hardware
1,7,2.9,59,2,17,Software
7,1,2.6,66,4,14,Hardware
0,2,1.8,45,3,0,Documentation
4,6,3.5,89,1,13,Firmware
0,10,2.9,111,5,20,Software
11,0,2.6,12,5,4,Hardware
0,1,1.0,31,2,2,Documentation
2,1,1.0,26,5,18,Documentation
0,1,1.0,12,4,16,Documentation
2,1,6.7,56,5,7,Security
0,9,4.0,132,5,6,Software
0,11,2.6,70,2,6,Software
9,0,2.4,28,1,12,Hardware
3,4,9.4,23,1,22,Security
8,0,2.7,59,5,13,Hardware
1,7,2.8,54,2,9,Software
0,8,3.2,44,2,12,Software
0,8,5.4,19,3,12,Firmware
5,4,10.0,101,2,22,Performance
1,8,3.6,124,1,22,Software
6,1,2.2,49,2,15,Hardware
0,2,5.3,127,2,17,Performance
8,0,4.6,56,5,11,Hardware
1,9,4.1,75,4,16,Software
3,5,4.3,81,2,10,Firmware
0,9,2.2,57,4,18,Software
2,4,8.3,60,5,9,Security
0,0,1.1,44,5,12,Documentation
4,4,7.4,32,1,17,Performance
3,0,6.1,53,4,13,Performance
0,9,4.5,86,5,0,Software
0,9,4.2,115,1,21,Software
8,3,2.8,29,5,20,Hardware
0,9,3.2,93,3,0,Software
4,6,5.3,139,5,17,Performance
1,1,4.4,59,4,2,Firmware
0,3,6.1,80,5,5,Firmware
0,1,1.0,24,4,16,Documentation
1,12,2.7,84,1,11,Software
2,3,1.2,11,5,6,Documentation
3,0,2.3,7,3,1,Hardware
4,6,3.7,15,4,16,Firmware
5,0,2.9,56,5,18,Hardware
9,1,1.8,43,3,22,Hardware
2,4,7.4,46,2,22,Security
8,0,2.3,30,1,6,Hardware
3,5,7.7,47,5,14,Security
1,10,1.0,49,4,9,Software
0,1,1.8,24,1,8,Documentation
1,4,3.8,79,5,5,Performance
1,10,3.8,27,5,17,Software
8,0,3.8,47,1,6,Hardware
0,2,4.8,119,1,20,Firmware
0,7,4.0,103,1,16,Software
0,10,3.5,87,5,21,Software
1,3,8.6,80,3,21,Security
0,10,2.9,64,3,5,Software
1,1,1.0,36,1,22,Documentation
9,0,3.5,73,1,16,Hardware
0,10,2.0,25,3,21,Software
8,0,3.5,15,5,7,Hardware
7,2,1.1,55,5,14,Hardware
0,8,3.8,16,2,4,Software
3,3,4.8,104,5,15,Firmware
6,5,4.8,29,5,8,Firmware
3,4,3.4,132,3,13,Performance
0,8,4.2,63,4,22,Software
0,0,1.0,36,5,11,Documentation
6,2,3.9,74,5,9,Firmware
1,11,3.4,58,1,8,Software
2,4,8.2,49,1,0,Security
1,1,7.3,65,1,5,Security
6,5,4.2,61,5,19,Firmware
11,0,3.0,58,1,10,Hardware
8,2,2.1,61,2,1,Hardware
2,4,4.7,75,3,17,Firmware
3,4,3.6,62,5,18,Firmware
2,2,9.9,91,3,9,Security
8,1,3.4,84,2,22,Hardware
5,1,5.7,114,1,6,Performance
1,11,3.7,117,3,0,Software
3,5,9.8,43,2,9,Security
2,7,6.7,83,4,18,Security
1,4,7.8,181,5,6,Performance
3,7,6.2,73,2,15,Performance
11,2,3.6,10,3,15,Hardware
3,7,5.7,83,3,21,Performance
2,2,7.0,69,3,6,Security
0,2,9.5,99,2,0,Security
0,9,2.0,79,1,15,Software
1,11,2.6,117,2,19,Software
1,1,3.2,49,5,0,Firmware
1,9,5.0,93,2,12,Software
3,3,3.4,6,2,11,Firmware
0,10,4.5,58,5,6,Software
1,4,4.2,98,5,12,Software
7,7,6.1,131,3,22,Performance
0,5,2.9,100,2,15,Software
8,1,5.7,123,2,9,Performance
0,9,4.1,76,1,0,Software
1,4,3.8,57,4,21,Firmware
2,1,6.2,52,2,12,Performance
0,10,4.2,68,3,22,Software
0,5,9.4,90,1,0,Security
1,12,2.5,80,4,0,Software
10,0,3.1,49,1,2,Hardware
0,12,2.3,70,1,22,Software
1,8,3.1,79,5,3,Software
0,11,2.4,73,3,3,Software
0,9,3.5,49,3,7,Software
4,3,1.0,45,5,21,Hardware
2,12,3.9,78,1,1,Software
5,0,2.5,24,1,18,Hardware
4,6,4.5,61,1,21,Firmware
2,3,2.7,23,4,11,Firmware
2,10,2.9,71,4,7,Software
0,8,4.7,98,2,6,Software
2,2,6.9,26,5,7,Security
5,1,3.9,73,5,13,Hardware
4,3,3.3,87,1,12,Performance
0,11,4.1,111,4,21,Software
1,7,2.6,58,5,15,Software
8,1,5.9,81,3,14,Hardware
7,0,1.5,64,3,15,Hardware
1,13,3.4,120,5,20,Software
0,8,4.2,91,3,10,Software
0,10,4.5,42,2,0,Software
5,3,7.3,117,2,0,Performance
6,0,2.9,44,4,13,Hardware
1,2,6.5,146,4,21,Performance
6,5,5.1,109,1,10,Firmware
0,1,1.1,34,2,15,Documentation
2,2,1.0,31,1,16,Documentation
0,7,3.2,49,4,7,Software
3,3,9.6,67,3,8,Security
3,1,6.0,128,4,0,Performance
3,1,8.9,69,5,16,Security
0,1,1.5,35,2,13,Documentation
9,1,2.9,44,5,2,Hardware
9,2,1.4,43,1,18,Hardware
1,6,1.9,12,2,4,Software
2,5,3.6,95,1,5,Software
0,10,2.9,25,5,10,Software
8,0,1.8,73,5,14,Hardware
3,0,5.0,95,3,7,Firmware
5,5,3.9,72,4,18,Performance
11,0,2.1,34,2,16,Hardware
5,0,2.1,25,4,12,Hardware
0,2,1.1,18,1,2,Documentation
0,8,2.1,79,5,14,Software
0,10,2.2,109,5,21,Software
1,1,1.0,24,4,6,Documentation
0,1,1.0,25,4,3,Documentation
3,0,1.2,48,2,16,Hardware
0,2,5.7,85,4,17,Performance
3,2,6.5,137,5,14,Performance
0,2,1.0,11,2,0,Documentation
7,1,1.3,25,3,16,Hardware
1,9,1.5,69,5,10,Software
1,4,6.9,36,5,14,Security
6,1,3.5,28,5,6,Hardware
1,3,1.0,15,2,6,Documentation
9,0,1.0,64,1,2,Hardware
3,4,3.6,90,2,2,Firmware
10,0,2.4,50,4,11,Hardware
8,0,2.6,41,2,12,Hardware
8,0,3.4,52,5,3,Hardware
4,1,7.1,103,1,13,Performance
0,6,1.9,109,3,17,Software
5,4,2.3,31,1,10,Firmware
7,0,3.9,71,1,6,Hardware
2,10,2.6,120,5,14,Software
0,2,5.7,197,2,6,Performance
6,1,1.5,53,4,8,Hardware
7,0,1.1,45,5,13,Hardware
1,3,1.0,24,1,14,Documentation
0,2,1.5,45,2,2,Documentation
8,1,2.3,78,3,20,Hardware
9,0,2.3,55,5,11,Hardware
0,1,1.0,58,3,16,Documentation
1,4,8.0,103,1,16,Security
2,3,9.6,95,5,6,Security
0,8,2.0,65,4,1,Software
6,1,3.3,65,1,11,Hardware
1,11,2.1,105,1,6,Software
1,3,6.9,79,2,19,Security
4,2,3.8,96,5,13,Firmware
5,0,5.7,93,4,2,Performance
0,8,2.4,83,5,15,Software
0,4,3.5,50,5,19,Performance
2,7,7.9,67,5,8,Security
0,0,1.0,49,1,14,Documentation
3,7,5.4,65,2,20,Performance
0,3,1.2,0,5,12,Documentation
0,6,8.2,76,5,19,Security
2,4,4.8,54,3,10,Firmware
5,1,5.5,59,4,3,Firmware
7,0,3.2,58,1,16,Hardware
1,1,1.0,36,1,0,Documentation
6,7,5.1,27,3,14,Firmware
4,1,4.6,6,5,16,Firmware
0,7,2.2,54,5,12,Software
1,6,2.9,73,5,17,Software
2,0,5.8,117,2,6,Performance
0,9,1.9,67,1,10,Software
0,8,2.7,56,5,18,Software
1,8,3.0,87,1,16,Software
0,9,3.5,103,2,12,Software
1,9,3.0,109,4,3,Software
1,10,2.7,59,2,15,Software
2,5,9.5,67,3,13,Security
7,1,4.0,63,3,1,Hardware
7,0,3.4,65,2,17,Hardware
1,1,1.6,46,1,3,Documentation
2,9,2.2,138,3,1,Software
1,6,3.6,62,2,19,Software
8,0,2.3,36,1,10,Hardware
5,0,2.3,21,1,0,Hardware
0,5,1.3,79,5,16,Software
4,4,4.4,57,1,18,Firmware
2,2,6.9,126,2,23,Performance
3,1,5.4,106,2,6,Firmware
0,8,3.1,26,2,14,Software
7,4,6.0,92,2,11,Firmware
8,1,4.4,28,5,0,Hardware
3,7,2.1,86,4,10,Software
8,0,3.7,25,3,17,Hardware
8,0,2.7,33,4,2,Hardware
2,1,1.0,44,1,18,Documentation
2,2,7.5,73,3,19,Security
0,7,3.4,21,2,0,Software
2,3,6.9,105,1,9,Performance
6,3,1.3,41,5,13,Firmware
4,3,3.4,48,4,21,Firmware
6,1,3.4,39,4,5,Hardware
3,7,8.0,50,3,13,Security
3,0,5.0,42,5,19,Firmware
4,3,3.5,76,1,23,Performance
0,2,6.2,106,2,23,Performance
1,6,7.7,82,4,18,Security
4,3,7.9,142,2,5,Performance
3,2,5.8,34,3,6,Firmware
2,4,8.3,130,4,21,Performance
2,4,7.9,58,3,12,Security
1,2,1.0,16,4,2,Documentation
1,7,3.6,32,3,19,Firmware
8,1,2.6,78,2,11,Firmware
0,7,3.1,57,4,13,Software
1,5,5.6,64,2,11,Firmware
5,0,3.7,47,5,13,Hardware
1,10,3.3,60,4,20,Software
1,10,3.0,105,5,1,Software
7,0,3.7,0,5,1,Hardware
1,7,2.9,88,3,12,Software
0,6,2.8,105,1,0,Software
4,4,8.3,75,3,22,Security
0,7,5.6,66,3,4,Software
0,4,6.5,89,1,14,Security
1,5,5.1,86,3,2,Firmware
2,2,7.8,129,4,8,Performance
5,1,5.1,48,5,20,Firmware
0,8,2.6,102,5,22,Software
7,1,3.6,63,5,7,Hardware
4,3,4.5,49,3,9,Firmware
3,4,8.8,143,5,9,Performance
9,1,4.3,44,5,8,Hardware
8,0,4.6,37,2,22,Hardware
13,0,2.5,44,3,3,Hardware
4,0,5.2,58,4,4,Firmware
0,13,3.9,39,3,3,Software
8,0,4.0,66,1,16,Hardware
5,0,3.7,73,2,18,Firmware
0,9,1.0,80,3,17,Software
3,4,7.1,42,4,16,Security
5,2,4.5,107,4,11,Firmware
2,2,1.0,40,2,21,Documentation
7,0,3.6,3,4,8,Hardware
0,13,2.6,49,2,8,Software
0,9,1.3,11,3,11,Software
1,8,3.7,80,2,23,Software
3,6,3.5,75,2,22,Firmware
4,0,4.0,6,2,19,Firmware
7,0,5.8,51,3,13,Hardware
0,10,2.4,34,2,20,Software
1,1,7.3,100,3,18,Performance
0,9,4.0,82,4,15,Software
4,2,2.9,71,4,21,Hardware
0,6,6.1,62,2,6,Security
6,0,4.6,76,2,2,Hardware
0,0,1.1,26,5,18,Documentation
0,10,2.1,5,3,4,Software
2,9,3.4,105,4,1,Software
0,5,8.9,52,4,13,Security
9,1,4.4,34,5,12,Hardware
2,7,8.2,10,1,20,Security
0,8,3.6,75,4,10,Software
0,2,1.0,25,2,3,Documentation
3,5,8.5,117,2,3,Security
3,4,9.7,53,1,13,Security
5,0,2.0,79,3,3,Hardware
0,14,5.0,74,3,9,Software
3,9,7.8,67,4,4,Security
2,2,4.0,122,1,15,Performance
0,3,6.8,28,4,6,Security
3,3,7.2,143,2,23,Performance
1,3,8.1,84,2,21,Security
9,0,3.3,74,4,16,Hardware
8,1,3.4,49,5,21,Hardware
0,1,1.0,49,2,18,Documentation
10,0,2.8,25,5,1,Hardware
2,6,5.2,61,4,15,Firmware
2,3,6.2,70,4,12,Security
0,10,3.7,43,2,1,Software
0,9,3.1,103,3,20,Software
3,3,3.6,34,5,20,Performance
0,5,5.4,98,5,16,Performance
2,1,9.6,66,2,17,Security
5,0,2.3,53,1,17,Hardware
3,1,6.0,39,3,10,Performance
9,0,2.0,67,2,18,Hardware
0,8,1.5,61,3,13,Software
2,7,5.2,29,2,1,Software
6,4,3.7,74,1,23,Firmware
2,2,7.5,57,4,21,Security
7,1,3.3,62,1,0,Hardware
5,3,7.8,128,3,23,Performance
6,3,5.1,67,1,10,Firmware
0,6,3.0,101,2,21,Software
3,4,7.7,60,3,11,Security
0,5,3.6,72,5,2,Software
2,1,1.2,0,2,14,Documentation
2,0,3.2,44,5,13,Hardware
2,3,4.3,32,5,1,Performance
0,9,2.6,95,1,8,Software
2,1,1.2,7,3,3,Documentation
1,5,8.7,52,4,7,Security
5,2,5.4,130,5,23,Performance
1,1,1.0,35,5,16,Documentation
3,2,4.0,33,5,14,Firmware
10,1,3.5,109,1,14,Hardware
6,3,4.3,69,2,13,Firmware
2,3,8.5,76,1,14,Security
5,0,4.1,89,1,6,Firmware
